Link,Market Cap (Rs Cr.),P/E,Book Value (Rs),Dividend (%),Market Lot,Industry P/E,EPS (TTM),P/C,Price/Book,Dividend Yield.(%),Face Value (RS),Deliverables (%)
https://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,"1,228.32",9.43,297.05,20.00,1,11.06,18.05,3.32,0.57,1.18,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
49.15


5-Day
49.26


8-Day
42.82





67.38
"
https://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01,"2,036.85",89.02,144.37,13.00,1,23.11,1.88,88.54,1.16,0.78,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
12.45


5-Day
11.07


8-Day
13.51





12.66
"
https://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01,"96,879.90",27.63,968.77,115.00,1,28.54,121.21,17.55,3.46,0.34,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
32.63


5-Day
29.11


8-Day
40.56





27.80
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01,"19,279.29",-,37.88,0.00,1,93.68,-,-,0.63,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
43.42


5-Day
44.25


8-Day
40.71





34.33
"
https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02,"23,914.12",52.1,120.34,250.00,1,40.23,17.17,33.14,7.52,0.28,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
17.48


5-Day
17.73


8-Day
19.37





24.18
"
https://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04,"28,651.70",57.1,104.34,400.00,1,39.79,6.56,23.37,3.59,2.13,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
22.24


5-Day
22.80


8-Day
21.74





23.35
"
https://www.moneycontrol.com/india/stockpricequote/electricequipment/vguardindustries/VI02,"7,169.53",33.87,21.01,80.00,1,37.18,4.95,30.71,7.97,0.48,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
37.47


5-Day
41.38


8-Day
28.56





41.16
"
https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03,"2,991.75",52.12,223.38,17.00,1,87.20,31.33,35.08,7.38,0.10,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
67.53


5-Day
64.73


8-Day
66.40





50.39
"
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/vatechwabag/VTW,585.19,6.04,167.62,0.00,1,13.35,17.57,5.55,0.64,-,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.87


5-Day
57.23


8-Day
65.24





69.61
"
https://www.moneycontrol.com/india/stockpricequote/retail/vaibhavglobal/VG02,"3,185.06",103.81,174.43,100.00,1,42.00,9.54,92.38,5.65,1.01,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.19


5-Day
54.93


8-Day
61.59





56.66
"
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10,"3,531.65",6.13,910.66,175.00,1,6.42,100.31,4.32,0.67,2.85,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
59.16


5-Day
61.22


8-Day
63.14





73.66
"
https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/varrocengineering/VE08,"1,859.05",24.74,83.73,400.00,1,11.49,5.56,10.16,1.65,2.90,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
56.37


5-Day
57.24


8-Day
61.13





51.29
"
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05,"18,112.33",38.31,133.95,25.00,1,39.75,16.28,21.01,4.68,0.40,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
39.84


5-Day
31.83


8-Day
35.67





30.83
"
https://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG,"33,194.57",9.21,209.51,1885.00,1,6.66,9.67,4.84,0.43,21.11,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
30.50


5-Day
24.71


8-Day
27.39





39.99
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03,"1,495.23",14.98,625.73,80.00,1,8.42,70.64,11.34,1.70,0.75,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
28.78


5-Day
29.85


8-Day
35.86





33.08
"
https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,"9,908.70",29.05,102.28,350.00,1,24.50,33.25,26.9,9.43,0.36,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
34.12


5-Day
32.92


8-Day
35.83





24.43
"
https://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP,"3,178.93",28.18,38.68,160.00,1,20.64,7.97,25.32,5.82,1.42,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
20.51


5-Day
23.36


8-Day
28.68





18.46
"
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/vodafoneidealimited/IC8,"14,195.28",-,19.16,0.00,1,2.11,-,-,0.26,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
32.22


5-Day
29.81


8-Day
29.15





32.89
"
https://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,"15,228.97",29.35,113.13,400.00,1,32.95,15.68,28.27,4.07,0.87,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
20.10


5-Day
19.55


8-Day
22.52





25.27
"
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/vrllogistics/VL03,"1,390.84",12.79,71.50,55.00,1,18.71,12.01,6.64,2.15,3.57,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
52.35


5-Day
52.64


8-Day
57.65





50.23
"
https://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST,"4,367.59",15.16,430.02,950.00,1,15.66,185.54,13.25,6.58,3.36,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
44.55


5-Day
56.28


8-Day
49.31





51.48
"
https://www.moneycontrol.com/india/stockpricequote/autoancillaries/wabcoindia/WAB,"11,788.54",66.07,938.43,180.00,1,33.59,94.59,47.25,6.62,0.14,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
67.29


5-Day
57.14


8-Day
65.06





70.83
"
https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS,"1,594.00",-,62.67,10.00,1,8.49,-,34.21,0.97,0.82,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
71.65


5-Day
69.51


8-Day
70.68





79.36
"
https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03,"2,466.60",6.65,24.78,30.00,1,17.01,3.7,3.2,0.99,1.22,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
78.73


5-Day
75.80


8-Day
73.30





73.15
"
https://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC,"4,515.75",14537.5,30.59,0.00,1,20.68,0.02,14537.5,9.48,-,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
51.13


5-Day
65.87


8-Day
72.47





59.35
"
https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI,"23,445.91",47.74,168.88,50.00,1,61.47,38.86,38.95,10.94,0.27,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
49.53


5-Day
44.34


8-Day
54.66





52.53
"
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W,"106,841.21",12.31,86.34,50.00,1,18.35,15.19,10.88,2.17,0.53,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
33.67


5-Day
33.75


8-Day
39.33





31.65
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05,"2,707.47",-,89.90,0.00,1,35.58,-,-,2.72,-,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
24.22


5-Day
25.51


8-Day
29.24





22.86
"
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,"14,940.65",11.01,74.25,350.00,1,13.66,14.08,9.86,2.09,2.25,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
13.98


5-Day
12.70


8-Day
14.63





12.80
"
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02,"1,807.84",7.45,65.25,140.00,1,18.35,10.8,6.33,1.23,3.49,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
88.85


5-Day
87.62


8-Day
85.83





76.89
"
https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/zyduswellness/ZW01,"7,313.26",-,576.66,50.00,1,58.20,-,-,2.20,0.39,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
84.77


5-Day
82.56


8-Day
75.20





79.47
"
