Link,Market Cap (Rs Cr.),P/E,Book Value (Rs),Dividend (%),Market Lot,Industry P/E,EPS (TTM),P/C,Price/Book,Dividend Yield.(%),Face Value (RS),Deliverables (%)
https://www.moneycontrol.com/india/stockpricequote/diversified/3mindia/MI42,"20,603.81",67.33,1650.70,0.00,1,30.53,268.93,59.15,11.08,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
59.33


5-Day
57.89


8-Day
59.29





61.30
"
https://www.moneycontrol.com/india/stockpricequote/financegeneral/aavasfinanciers/AF17,"7,711.82",31.58,234.56,0.00,1,17.24,31.09,30.36,4.20,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
67.81


5-Day
89.28


8-Day
87.29





66.81
"
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adityabirlacapital/ABC9,"10,270.64",-,34.11,0.00,1,23.11,-,-,1.25,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
49.98


5-Day
49.73


8-Day
46.68





47.74
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51,"38,446.15",64.56,945.25,650.00,1,35.58,280.08,62.78,19.14,0.36,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
45.40


5-Day
37.39


8-Day
40.16





49.03
"
https://www.moneycontrol.com/india/stockpricequote/cementmajor/acc/ACC06,"21,901.63",16.36,613.52,140.00,1,28.54,71.38,11.28,1.90,1.20,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
10.37


5-Day
22.05


8-Day
24.97





11.41
"
https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13,"15,397.34",22.03,34.20,100.00,1,21.37,6.35,18.78,4.09,0.71,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
29.06


5-Day
20.23


8-Day
21.11





31.90
"
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS,"59,327.15",30.62,97.77,160.00,1,36.74,9.52,23.82,2.99,1.10,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
15.24


5-Day
19.70


8-Day
26.40





15.18
"
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11,"11,590.10",-,40.94,0.00,1,8.63,-,-,0.73,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
28.02


5-Day
23.50


8-Day
22.41





29.34
"
https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanitransmission/AT22,"21,116.35",3865,43.74,0.00,1,10.56,0.05,3865,4.39,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
52.66


5-Day
60.64


8-Day
65.13





45.15
"
https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR,"8,087.76",40.78,18.47,0.00,1,42.00,2.55,16.77,5.66,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
25.09


5-Day
28.65


8-Day
45.54





34.66
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET,"1,569.08",30.67,28.29,30.00,1,16.18,4.58,26.3,4.97,0.43,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
66.79


5-Day
64.32


8-Day
61.85





63.49
"
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9,"5,769.24",2431.43,23.87,140.00,1,18.71,0.07,210.12,7.12,0.82,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
55.00


5-Day
60.62


8-Day
62.38





59.49
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arvindfashionslimited/ARVIN54248,"1,036.68",65.67,208.66,0.00,1,27.91,2.01,33.33,0.63,-,4.00,"
 

DELIVERY AVERAGES (%)



3-Day
64.13


5-Day
65.67


8-Day
65.09





62.90
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adanigaslimited/ADG01,"11,504.01",26.35,13.46,25.00,1,19.10,3.97,23.61,7.77,0.24,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
20.40


5-Day
21.01


8-Day
20.26





30.73
"
https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aiaengineering/AIE01,"15,742.07",28.81,336.73,450.00,1,26.19,57.33,25.19,4.96,0.54,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
60.03


5-Day
67.83


8-Day
64.98





54.44
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22,"12,652.01",31.91,245.34,450.00,1,35.58,45.15,27.1,5.91,0.62,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
27.78


5-Day
28.55


8-Day
33.35





31.64
"
https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI,"8,391.49",32.89,249.08,240.00,1,66.70,55.71,26.16,7.40,1.30,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
46.92


5-Day
88.67


8-Day
80.10





56.37
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35,"15,106.72",15.62,195.31,275.00,1,35.58,51.42,13.7,4.10,0.69,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
53.79


5-Day
56.84


8-Day
55.56





67.93
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alkemlaboratories/AL05,"30,792.17",26.03,457.09,800.00,1,35.58,99.03,23.26,5.63,0.62,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
65.94


5-Day
55.73


8-Day
51.66





60.91
"
https://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC,"3,592.31",19.7,178.44,160.00,1,15.13,90.03,17.48,9.87,0.45,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
53.71


5-Day
45.67


8-Day
49.45





44.39
"
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/allcargologistics/AGL02,"1,628.96",7.13,54.58,175.00,1,18.71,9.28,4.98,1.21,5.28,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
60.34


5-Day
59.08


8-Day
60.85





60.79
"
https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB,"9,545.00",14.83,195.26,708.00,1,16.70,37.67,10.55,2.86,1.27,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
28.55


5-Day
23.46


8-Day
22.32





26.12
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amberenterprisesindialimited/AEI01,"3,350.31",26.67,310.13,0.00,1,17.13,40.15,19.15,3.44,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
40.94


5-Day
37.00


8-Day
40.92





64.75
"
https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18,"34,699.15",23.17,111.83,75.00,1,28.54,7.56,17.01,1.56,0.86,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
39.43


5-Day
35.99


8-Day
35.04





35.32
"
https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/aplapollotubes/BT09,"2,990.50",21.82,405.64,140.00,1,8.49,54.98,15.71,2.96,1.16,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
65.39


5-Day
58.82


8-Day
47.12





47.94
"
https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/apollohospitalsenterprises/AHE,"18,082.79",53.02,279.13,120.00,1,55.13,24.54,28.23,4.66,0.46,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
24.34


5-Day
28.53


8-Day
26.36





25.19
"
https://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14,"5,197.07",10.71,133.52,325.00,1,17.30,8.49,5.58,0.68,3.58,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
16.83


5-Day
16.92


8-Day
18.80





18.13
"
https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/ashokleyland/AL,"14,251.98",15,28.38,310.00,1,13.10,3.24,9.08,1.71,6.39,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
21.72


5-Day
29.30


8-Day
28.54





24.80
"
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ashokabuildcon/AB,"1,593.10",4.92,78.80,0.00,1,13.43,11.43,3.97,0.72,-,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
47.15


5-Day
45.80


8-Day
49.35





52.38
"
https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/asianpaints/AP31,"146,105.01",54.48,92.66,1050.00,1,66.70,27.96,47.69,16.44,0.69,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
26.41


5-Day
26.48


8-Day
30.50





32.99
"
https://www.moneycontrol.com/india/stockpricequote/diversified/asterdmhealthcareltd/ADH,"4,750.37",35.28,52.05,0.00,1,55.13,2.69,23.84,1.83,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
45.25


5-Day
50.17


8-Day
72.34





54.00
"
https://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02,"13,188.22",63.21,76.52,70.00,1,29.34,13.83,47.8,11.44,0.08,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
55.06


5-Day
52.12


8-Day
56.30





63.60
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP,"7,617.62",105.6,120.32,0.00,1,35.58,28.98,87.56,25.32,-,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
33.70


5-Day
25.13


8-Day
25.15





28.93
"
https://www.moneycontrol.com/india/stockpricequote/chemicals/atul/A06,"13,496.09",21.08,5135.63,275.00,1,14.86,215.82,17.82,0.89,0.60,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
52.87


5-Day
47.95


8-Day
46.59





43.59
"
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/ausmallfinancebank/ASF02,"11,593.99",17.19,119.03,7.50,1,22.29,22.11,17.19,3.19,0.20,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.81


5-Day
58.29


8-Day
62.15





50.60
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP,"40,494.22",25.18,193.72,250.00,1,35.58,27.44,20.03,3.57,0.36,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
13.39


5-Day
13.60


8-Day
13.69





14.12
"
https://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21,"5,243.41",19.23,77.97,400.00,1,24.42,20.0,17.9,4.94,1.04,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
22.09


5-Day
25.64


8-Day
30.20





38.94
"
https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19,"148,534.74",117.88,86.73,0.00,1,87.20,19.54,101.87,26.44,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.53


5-Day
48.34


8-Day
45.90





55.06
"
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/axisbank/AB16,"109,124.39",67.05,236.46,50.00,1,22.29,5.77,67.05,1.64,0.26,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
17.68


5-Day
19.00


8-Day
21.55





21.64
"
https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/bajajauto/BA10,"76,145.48",14.93,752.67,600.00,1,15.12,176.08,14.19,3.50,2.28,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
12.85


5-Day
15.94


8-Day
19.51





10.31
"
https://www.moneycontrol.com/india/stockpricequote/personalcare/bajajconsumercare/BC02,"2,000.57",8.77,32.88,1400.00,1,58.20,15.36,8.52,4.12,10.32,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.31


5-Day
54.00


8-Day
59.23





66.56
"
https://www.moneycontrol.com/india/stockpricequote/domesticappliances/bajajelectricals/BE,"4,080.28",144.04,124.69,175.00,1,29.18,2.5,61.24,2.88,0.98,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
38.93


5-Day
39.10


8-Day
40.14





25.70
"
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF,"124,612.81",24.4,322.94,300.00,1,23.11,84.81,23.76,6.41,0.29,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
15.79


5-Day
14.89


8-Day
17.00





16.36
"
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajfinserv/BF04,"74,286.88",211.9,198.63,50.00,1,23.11,22.03,211.04,23.50,0.05,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
19.28


5-Day
18.21


8-Day
21.84





21.09
"
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bajajholdingsinvestment/BHI,"21,368.35",28.7,987.43,325.00,1,23.11,66.91,28.54,1.94,1.69,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
46.60


5-Day
49.47


8-Day
60.09





43.12
"
https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,"17,937.90",20.49,242.02,400.00,1,17.30,45.13,14.83,3.83,0.86,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
15.66


5-Day
14.60


8-Day
16.87





17.14
"
https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,"1,588.63",8.32,76.03,110.00,1,30.53,11.14,7.3,1.22,11.84,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
55.32


5-Day
55.69


8-Day
53.02





53.93
"
https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM,"2,042.70",3.64,94.63,250.00,1,4.99,25.47,3.11,0.98,2.69,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
51.54


5-Day
54.14


8-Day
60.31





53.84
"
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bandhanbank/BB09,"37,672.13",11.93,72.16,30.00,1,22.29,19.61,11.64,3.24,1.28,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
14.70


5-Day
16.86


8-Day
23.39





15.34
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB,"18,967.43",-,100.28,0.00,1,93.68,-,-,0.41,-,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
18.64


5-Day
23.16


8-Day
25.37





19.31
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI,"10,813.85",12.44,128.77,0.00,1,93.68,2.64,8.74,0.26,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
13.42


5-Day
11.77


8-Day
13.01





12.86
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05,"5,160.16",12.75,15.13,0.00,1,93.68,0.69,7.93,0.59,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
53.81


5-Day
56.83


8-Day
54.85





61.52
"
https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS,"4,332.46",67.15,326.41,50.00,1,15.13,14.88,20.45,3.07,0.50,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
42.46


5-Day
46.57


8-Day
55.72





61.25
"
https://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01,"16,987.48",45.06,135.89,125.00,1,50.34,29.38,38.53,9.73,0.47,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
14.71


5-Day
13.70


8-Day
15.46





13.30
"
https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bayercropscience/BC12,"19,976.54",55.04,421.44,180.00,1,39.79,80.82,50.31,10.55,0.40,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
62.05


5-Day
64.17


8-Day
58.80





44.71
"
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/beml/BEM03,"2,373.74",52.88,525.19,70.00,1,9.63,10.64,20.58,1.09,1.23,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
15.99


5-Day
16.97


8-Day
23.90





23.36
"
https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,"44,311.90",75.09,24.43,190.00,1,66.70,6.09,62.22,18.68,0.42,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
10.21


5-Day
12.31


8-Day
15.50





10.11
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatdynamicsltd/BDL01,"3,991.87",11.48,123.77,69.20,1,9.63,19.06,9.29,1.76,3.18,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
20.56


5-Day
13.22


8-Day
14.68





15.78
"
https://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03,"14,765.75",10.33,37.01,340.00,1,7.53,5.86,8.46,1.64,5.61,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
43.29


5-Day
41.26


8-Day
40.93





38.18
"
https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03,"13,222.72",15.62,115.94,250.00,1,12.37,18.18,11.09,2.45,1.76,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
16.64


5-Day
17.12


8-Day
18.19





22.64
"
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhartiairtel/BA08,"305,320.27",-,234.55,50.00,1,0.18,-,-,2.39,0.45,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
29.77


5-Day
28.08


8-Day
30.53





32.18
"
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/bhartiinfratel/BI14,"35,105.56",20.08,75.05,105.00,1,18.53,9.44,11.6,2.53,5.53,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
14.37


5-Day
12.98


8-Day
16.30





17.92
"
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatheavyelectricals/BHE,"7,503.85",10.05,90.18,100.00,1,9.63,2.14,6.14,0.24,9.28,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
30.05


5-Day
30.86


8-Day
26.25





23.91
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03,"41,208.00",100.72,59.30,10.00,1,35.58,3.41,74.02,5.79,0.15,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
29.75


5-Day
24.98


8-Day
24.99





36.42
"
https://www.moneycontrol.com/india/stockpricequote/cementmajor/birlacorporation/BC07,"3,074.44",9.81,548.79,75.00,1,28.54,40.51,6.65,0.73,1.88,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
46.81


5-Day
50.91


8-Day
54.12





46.98
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV,979.38,12.14,58.49,100.00,1,35.58,7.81,11.33,1.62,1.05,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
45.52


5-Day
51.89


8-Day
54.13





44.19
"
https://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE,"4,962.22",-,280.15,125.00,1,49.04,-,107.88,7.46,0.60,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
58.81


5-Day
56.35


8-Day
49.88





62.61
"
https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/bluestar/BS,"4,565.28",35.41,99.78,500.00,1,17.13,13.4,23.05,4.75,2.11,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
80.19


5-Day
75.12


8-Day
66.95





86.93
"
https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT,"5,895.73",775.41,36.84,50.00,1,56.29,1.09,369.08,22.94,0.12,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
18.53


5-Day
21.99


8-Day
29.59





21.70
"
https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM,971.75,0.63,8.75,75.00,1,2.00,74.25,0.62,5.38,3.19,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
36.65


5-Day
39.49


8-Day
43.59





54.33
"
https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bosch/B05,"28,903.62",29.38,3094.29,1050.00,1,15.67,332.4,20.8,3.17,1.07,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
31.27


5-Day
25.89


8-Day
29.67





32.04
"
https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,"67,799.99",9.46,170.29,190.00,1,19.10,33.05,6.54,1.84,6.08,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
34.50


5-Day
29.40


8-Day
32.06





42.52
"
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/brigadeenterprises/BE08,"2,084.68",7.35,112.89,20.00,1,13.43,13.97,5.93,0.90,1.96,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
68.48


5-Day
67.92


8-Day
66.96





61.24
"
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI,"74,951.56",53.65,167.98,1500.00,1,60.23,57.92,48.9,18.56,0.48,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
30.67


5-Day
28.30


8-Day
26.87





38.64
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC,"33,143.67",26.51,87.49,350.00,1,35.58,12.21,20.71,3.70,1.08,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
17.55


5-Day
17.10


8-Day
19.73





18.08
"
https://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH,"3,904.74",11.19,133.84,100.00,1,17.24,26.45,11.09,2.19,0.68,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
27.52


5-Day
26.93


8-Day
36.65





38.50
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/canarabank/CB06,"11,613.48",24.55,209.35,0.00,1,93.68,3.25,13.04,0.38,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
14.13


5-Day
13.70


8-Day
16.91





16.91
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/caplinpointlaboratories/CPL,"2,450.45",13.04,56.21,110.00,1,35.58,24.83,11.73,5.76,0.68,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
54.19


5-Day
55.56


8-Day
54.36





49.92
"
https://www.moneycontrol.com/india/stockpricequote/financegeneral/capriglobalcapital/MMF05,"2,411.61",17.76,84.92,18.00,1,23.11,7.75,16.73,1.62,0.26,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
16.74


5-Day
52.01


8-Day
39.56





13.29
"
https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU,"3,980.50",22.57,67.41,275.00,1,28.17,9.41,15.86,3.12,1.31,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
57.12


5-Day
53.81


8-Day
59.34





61.92
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR,"1,100.97",10.88,186.57,300.00,1,23.05,34.35,10.56,2.00,8.03,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
63.85


5-Day
68.62


8-Day
60.95





69.36
"
https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,"12,007.95",14.52,13.82,110.00,1,14.71,8.36,13.38,8.78,4.53,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
26.94


5-Day
31.47


8-Day
38.09





53.37
"
https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10,"2,550.15",13.2,48.79,175.00,1,56.29,14.42,12.41,3.93,1.83,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
63.87


5-Day
63.83


8-Day
55.67





69.29
"
https://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07,"2,969.04",10.16,680.11,120.00,1,17.30,72.34,6.37,1.08,1.63,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
22.76


5-Day
20.07


8-Day
23.63





22.47
"
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/centralbankindia/CBO01,"8,307.70",-,36.07,0.00,1,93.68,-,-,0.40,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
34.11


5-Day
34.22


8-Day
36.57





45.39
"
https://www.moneycontrol.com/india/stockpricequote/financegeneral/centrumcapital/CF09,422.78,-,12.06,5.00,1,23.11,-,-,0.84,0.49,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
68.94


5-Day
73.90


8-Day
69.38





68.51
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9,"2,366.14",15.18,43.62,100.00,1,12.87,6.91,11.45,2.44,0.94,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
56.95


5-Day
58.38


8-Day
51.21





63.43
"
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18,"2,852.64",24.79,538.34,260.00,1,18.86,88.82,20.7,4.07,0.59,5.00,"
 

DELIVERY AVERAGES (%)



3-Day
43.26


5-Day
47.42


8-Day
50.92





34.34
"
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES,"7,924.26",8.12,736.54,175.00,1,8.63,73.7,5.63,0.81,2.93,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
18.70


5-Day
16.79


8-Day
17.35





24.11
"
https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01,"13,546.20",25.3,17.51,100.00,1,37.18,8.55,24.7,12.33,0.93,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
58.64


5-Day
65.05


8-Day
61.95





56.00
"
https://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03,"2,777.05",37.01,70.57,0.00,1,20.68,3.5,14.19,1.92,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
41.18


5-Day
44.42


8-Day
85.16





63.31
"
https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC,"5,327.46",4.8,77.80,20.00,1,10.72,26.73,4.34,1.65,1.56,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
39.39


5-Day
33.88


8-Day
37.26





45.92
"
https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02,844.33,-,222.25,0.00,1,19.10,-,-,0.26,-,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
61.57


5-Day
55.02


8-Day
56.83





63.78
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII,"4,993.25",54.19,56.69,125.00,1,23.11,4.91,54.19,4.69,0.47,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
68.73


5-Day
62.63


8-Day
67.74





57.70
"
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/CDB,"11,915.67",9.18,81.82,65.00,1,23.11,16.44,8.8,1.84,0.86,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
13.77


5-Day
13.99


8-Day
19.77





15.40
"
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C,"45,955.64",19.58,195.75,150.00,1,35.58,29.12,15.75,2.91,0.53,2.00,"
 

DELIVERY AVERAGES (%)



3-Day
21.35


5-Day
20.05


8-Day
19.40





16.68
"
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/cityunionbank/CUB,"9,430.31",12.59,65.66,50.00,1,22.29,10.13,11.64,1.95,0.39,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
79.74


5-Day
70.69


8-Day
71.60





70.51
"
https://www.moneycontrol.com/india/stockpricequote/miningminerals/coalindia/CI11,"78,112.58",15.74,22.71,131.00,1,6.66,8.06,15.66,5.58,10.34,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
38.20


5-Day
36.59


8-Day
41.62





37.61
"
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cochinshipyard/CS,"3,243.13",5.44,253.31,130.00,1,9.23,45.34,5.14,0.97,5.27,10.00,"
 

DELIVERY AVERAGES (%)



3-Day
49.95


5-Day
47.76


8-Day
55.77





47.77
"
https://www.moneycontrol.com/india/stockpricequote/personalcare/colgatepalmoliveindia/CPI,"36,432.48",44.95,53.19,2300.00,1,58.20,29.78,37.57,25.18,1.72,1.00,"
 

DELIVERY AVERAGES (%)



3-Day
24.88


5-Day
29.46


8-Day
33.36





17.89
"
